Benefit per order,Sales per customer,Latitude,Longitude,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Product Price,Product Status,is_holiday_window,is_weekend_order,Shipping_mode_risk,customer_total_orders,customer_late_rate,customer_avg_delay_gap,Price Tier,Market_encoded,Order Region_encoded,Customer Segment_encoded,Department Name_encoded,Shipping Mode_encoded,Type_encoded,Order Status_encoded
-0.036389794,-0.009620944,0.054317504,-0.013680842,0.03030644,0.0012574206,0.048779503,-0.016527066,-0.00025755796,-0.017687907,-0.012336513,-0.015878478,0.008232683,0.0,-0.0089063905,0.01765184,0.96674144,0.01976069,0.3300927,0.11034237,0.0,0.00059138605,-0.015149471,-0.0062967422,0.003890997,0.16452959,0.0023399894,0.16953279
0.037412323,0.0041449456,0.101073146,-0.023808569,0.004253149,-0.008813657,0.0052610766,-0.028865173,0.0008597527,0.014264443,0.0046890047,0.002366378,0.003920059,0.0,-0.010000773,0.017108787,0.97791606,0.026438272,0.3225261,0.1187709,0.0,0.0027698039,-0.0011082783,-0.0072900318,-0.0008827265,0.1656625,0.0055979346,0.15735352
0.016621772,-0.0019244953,0.09841876,-0.024975954,-0.019311637,0.002910518,0.0017820424,-0.0294661,0.00079507916,0.0039933464,-0.0021524848,0.001990411,0.0063164304,0.0,-0.009938506,0.016467761,0.97370857,0.02058813,0.32278934,0.11915771,0.0,0.0029838963,0.0038601607,-0.0072766053,-0.00058148435,0.16850002,0.0055622486,0.16598167
0.03986612,0.0561783,0.12972039,-0.016228007,0.039954733,-0.010174283,0.0059322612,-0.028182233,0.0008573159,0.014219751,0.005418657,0.0024944914,0.0034475077,0.0,-0.008724145,0.01791158,0.98429835,0.026928458,0.32444376,0.14665258,0.0,0.0027182375,0.00094727526,-0.008447318,-0.00080160494,0.16685009,0.0055701756,0.15857562
0.019338023,-0.020280581,0.10391006,-0.055681646,0.0034384234,-0.0009941502,-0.01101096,-0.0038007644,-0.0038481406,0.013029666,-0.0059744366,0.0030686173,-0.034937862,0.0,-0.008623133,0.019661978,0.9886028,0.02634887,0.3168245,0.08990305,0.0,0.0034156055,-0.006011114,-0.008637333,-0.0018367216,0.16827776,0.005327613,0.1651318
0.037536416,0.015532915,-0.024591088,-0.00054428156,0.033753112,0.034742795,-0.0001330669,0.0017442678,0.0070416685,0.007491243,-0.0042616846,-0.0005302774,-0.0021390407,0.0,-0.0059285853,-0.008166294,1.0910116,0.11136418,1.2532429,0.14679334,0.0,0.0021414899,-0.16220528,0.021244183,0.0014004754,0.15611547,0.011185266,0.13922347
0.012518478,0.060766313,-0.02688543,0.0042723985,-0.010222675,0.0052246987,-0.012205926,-0.04622282,0.0028190804,-0.047629878,0.0076244976,0.0060134707,0.0005016182,0.0,-0.007841741,-0.01215054,1.0562071,0.06588166,1.2417014,0.092867665,0.0,0.003164201,-0.15969285,0.015866283,-0.00096346467,0.16257869,0.0072541926,0.14560091
0.058357902,-0.00018715851,-0.020939762,-0.0008221816,0.008593075,-0.00527701,0.0042850366,-0.015972873,0.0032341462,0.011203042,0.0025219,0.00010765832,-0.0015830705,0.0,-0.0061839214,-0.011131691,1.0570917,0.07478269,1.2394922,0.13067584,0.0,0.0020504647,-0.16110101,0.021803213,-0.00043020374,0.1550862,0.0057522096,0.14857998
0.020371355,-0.012989459,-0.009891204,0.00963431,-0.023523673,0.0050863978,-0.023651054,-0.018159175,0.0015946979,-0.020386003,0.002218586,0.00059246004,0.000959171,0.0,-0.013217128,-0.048322383,0.665258,0.035772797,-2.808937,-0.09533153,0.0,0.034011167,0.022404669,0.012666521,-0.0016837632,0.094098456,-0.00032920422,0.11224773
-0.024951767,0.07389016,-0.020954445,0.016771637,0.06155876,0.000588375,0.14603932,0.027422689,-0.001248219,-0.043459695,0.013714379,0.012875324,0.031606887,0.0,-0.010828003,-0.02669755,0.6992837,0.04080306,-2.6016052,-0.10504209,0.0,0.026241332,0.022308957,0.011459998,0.0066529703,0.12160806,-0.005215996,0.107896745
-0.09356789,0.0075953864,-0.029563611,0.04032007,-0.028986521,0.00218903,-1.3773664e-05,-0.031066302,0.0016600009,-0.021330914,-0.0048555643,-0.011371769,-0.0006215945,0.0,-0.014970586,-0.050689414,0.6673631,0.0028095297,-2.8433523,-0.08496067,0.0,0.047296964,0.012322665,0.012390104,-0.004160772,0.10800958,-0.00088097004,0.13842648
0.015258789,-0.026049841,-0.021114709,0.027221588,-0.0153816175,-0.013050425,-0.0212512,-0.02334676,0.00030246825,-0.02114527,-0.0073162783,0.0006086994,-0.002063277,0.0,-0.012721914,-0.035950635,0.66484094,0.035259128,-2.793185,-0.0932818,0.0,0.032303482,0.023800276,0.010002249,0.00026828476,0.10871315,-0.000426564,0.11570552
0.030725455,-0.03055045,-0.014547323,0.019446261,-0.006037116,-0.0033627537,-0.02319389,-0.02748394,-0.0018955518,-0.020464009,0.0024208084,-0.00018376551,-0.0024163097,0.0,-0.012762232,-0.040720753,0.66627437,0.037401628,-2.8061466,-0.10815995,0.0,0.02914931,0.023597362,0.012764127,-0.0016739529,0.09172961,-0.0007715524,0.11301007
-0.004384657,-0.0052320003,-0.040560525,0.05148592,-0.02127459,0.0103852125,0.01733129,0.0018373556,-0.004203341,0.010175148,-0.01600704,-0.00027614454,0.004924839,0.0,0.0059906417,-0.0152773345,0.90928257,0.011200388,-0.2379202,-0.20715192,0.0,0.029636238,0.015640829,0.0060291034,0.00072863913,0.18150672,0.007493533,0.12843794
0.011325668,0.009972588,0.0016116606,0.027599227,-0.023565691,0.0051514297,0.0018375388,-0.00088197377,-0.0019006436,0.014615007,-0.0016777073,-0.0012759599,0.00093041523,0.0,-0.006725438,-0.010420298,6.610157,0.021108532,0.7765878,0.021714095,0.0,0.006153471,0.21575807,-0.0057644336,0.00017329503,0.9205013,0.1552021,0.5961072
-0.033146545,-0.010305592,0.0040069944,0.013512607,-0.001878222,-1.3072422e-05,0.023336966,0.023347411,-0.0044643716,-0.025277989,-0.004143557,-0.026712736,0.0006263291,0.0,-0.000102877064,0.04484881,7.199918,0.12383299,-0.31089306,0.54127234,0.0,-0.010646906,-0.071682185,0.0036111611,-0.0015847357,1.4365677,0.21214679,0.42684197
